वेद प्रकाश शर्मा,https://hi.wikipedia.org/wiki/वेद_प्रकाश_शर्मा,English Version,German Version,French Version,Italian Version,Spanish Version,Swedish Version,Portuguese Version,Urdu Version,Other Lang count
रामनाथ गोयनका,https://hi.wikipedia.org/wiki/रामनाथ_गोयनका,Yes,No,No,No,No,No,No,No,6
से॰रा॰ यात्री,https://hi.wikipedia.org/wiki/से॰रा॰_यात्री,No,No,No,No,No,No,No,No,0
रामलिंग राजू,https://hi.wikipedia.org/wiki/रामलिंग_राजू,Yes,Yes,No,No,No,No,No,No,7
क्रिस जेरिको,https://hi.wikipedia.org/wiki/क्रिस_जेरिको,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,41
लाइम प्लंकेट,https://hi.wikipedia.org/wiki/लाइम_प्लंकेट,No,No,No,No,No,No,No,No,0
रोबर्ट ए मिल्लिकन,https://hi.wikipedia.org/wiki/रोबर्ट_ए_मिल्लिकन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,78
अहमद राज़ा,https://hi.wikipedia.org/wiki/अहमद_राज़ा,Yes,No,No,No,No,No,No,No,2
ऐना पॉपलवेल,https://hi.wikipedia.org/wiki/ऐना_पॉपलवेल,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,32
पारुल चौधरी,https://hi.wikipedia.org/wiki/पारुल_चौधरी,Yes,No,No,No,No,No,No,No,3
अर्णव गोस्वामी,https://hi.wikipedia.org/wiki/अर्णव_गोस्वामी,Yes,No,No,No,No,No,No,Yes,10
सुमित्रा महाजन,https://hi.wikipedia.org/wiki/सुमित्रा_महाजन,Yes,No,No,No,No,No,No,No,12
अपूर्व असरानी,https://hi.wikipedia.org/wiki/अपूर्व_असरानी,Yes,No,No,No,No,No,No,No,2
शौकतुल्लाह खान,https://hi.wikipedia.org/wiki/शौकतुल्लाह_खान,No,No,No,No,No,No,No,No,0
हरी मांझी,https://hi.wikipedia.org/wiki/हरी_मांझी,Yes,No,No,No,No,No,No,No,1
अमित टंडन,https://hi.wikipedia.org/wiki/अमित_टंडन,No,No,No,No,No,No,No,No,0
हरबर्ट सटक्लिफ,https://hi.wikipedia.org/wiki/हरबर्ट_सटक्लिफ,Yes,No,Yes,No,No,No,No,No,5
लिव्यू रादू,https://hi.wikipedia.org/wiki/लिव्यू_रादू,No,No,No,No,No,No,No,Yes,2
शिवाजीराव पाटील निलंगेकर,https://hi.wikipedia.org/wiki/शिवाजीराव_पाटील_निलंगेकर,Yes,Yes,No,No,No,No,No,No,3
सचित्र सेनानायके,https://hi.wikipedia.org/wiki/सचित्र_सेनानायके,Yes,No,No,No,No,No,No,No,4
शंकर-एहसान-लॉय,https://hi.wikipedia.org/wiki/शंकर-एहसान-लॉय,Yes,No,No,Yes,Yes,No,No,No,11
यित्झाक राबिन,https://hi.wikipedia.org/wiki/यित्झाक_राबिन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,83
प्रताप सिंह बाजवा,https://hi.wikipedia.org/wiki/प्रताप_सिंह_बाजवा,No,No,No,No,No,No,No,No,0
नरिंदर नाथ वोहरा,https://hi.wikipedia.org/wiki/नरिंदर_नाथ_वोहरा,Yes,No,No,No,Yes,No,No,No,4
सुंदरम रवि,https://hi.wikipedia.org/wiki/सुंदरम_रवि,Yes,No,No,No,No,No,No,No,4
सोहाग गाज़ी,https://hi.wikipedia.org/wiki/सोहाग_गाज़ी,Yes,No,No,No,No,No,No,No,3
ह्यूग स्प्रिंगर,https://hi.wikipedia.org/wiki/ह्यूग_स्प्रिंगर,Yes,Yes,Yes,No,No,No,No,No,4
प्रिंसेस मार्गरेट,https://hi.wikipedia.org/wiki/प्रिंसेस_मार्गरेट,No,No,No,No,No,No,No,No,0
डेविड शेफर्ड,https://hi.wikipedia.org/wiki/डेविड_शेफर्ड,Yes,No,No,No,No,No,No,Yes,6
ब्रूनो मार्स,https://hi.wikipedia.org/wiki/ब्रूनो_मार्स,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,80
विनोद भण्डारी,https://hi.wikipedia.org/wiki/विनोद_भण्डारी,No,No,No,No,No,No,No,No,0
ट्रेसी कैल्डवेल डायसन,https://hi.wikipedia.org/wiki/ट्रेसी_कैल्डवेल_डायसन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,29
मार्लेन डीट्रिक,https://hi.wikipedia.org/wiki/मार्लेन_डीट्रिक,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,145
पशुपतिनाथ सिंह,https://hi.wikipedia.org/wiki/पशुपतिनाथ_सिंह,Yes,No,No,No,No,No,No,No,2
राना दग्गुबाटि,https://hi.wikipedia.org/wiki/राना_दग्गुबाटि,Yes,No,Yes,No,No,No,No,No,18
उलरिक़ बेक,https://hi.wikipedia.org/wiki/उलरिक़_बेक,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,40
मोहित मल्होत्रा,https://hi.wikipedia.org/wiki/मोहित_मल्होत्रा,Yes,No,No,No,No,No,No,No,3
रतिका रामस्वामी,https://hi.wikipedia.org/wiki/रतिका_रामस्वामी,Yes,No,No,No,No,No,No,No,7
रेशमा गाँधी,https://hi.wikipedia.org/wiki/रेशमा_गाँधी,Yes,No,No,No,No,No,No,No,2
डेसमंड टूटू,https://hi.wikipedia.org/wiki/डेसमंड_टूटू,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,77
हरिहरन,https://hi.wikipedia.org/wiki/हरिहरन,Yes,No,No,No,No,No,No,No,12
जयदेव उनादकट,https://hi.wikipedia.org/wiki/जयदेव_उनादकट,Yes,No,No,No,No,No,No,No,5
बरकतुल्लाह ख़ान,https://hi.wikipedia.org/wiki/बरकतुल्लाह_ख़ान,Yes,No,No,No,No,No,No,No,2
सुनील अरोड़ा,https://hi.wikipedia.org/wiki/सुनील_अरोड़ा,Yes,No,No,No,No,No,No,No,3
रमा देवी (बिहार राजनेता),https://hi.wikipedia.org/wiki/रमा_देवी_(बिहार_राजनेता),Yes,No,No,No,No,No,No,No,2
प्रतापदित्य,https://hi.wikipedia.org/wiki/प्रतापदित्य,No,No,No,No,No,No,No,No,0
रवि रामपॉल,https://hi.wikipedia.org/wiki/रवि_रामपॉल,Yes,No,No,No,No,No,No,No,4
बालमणि अम्मा का रचनात्मक योगदान,https://hi.wikipedia.org/wiki/बालमणि_अम्मा_का_रचनात्मक_योगदान,No,No,No,No,No,No,No,No,0
बार रेफेली,https://hi.wikipedia.org/wiki/बार_रेफेली,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,34
अरुणा कुमारी गैला,https://hi.wikipedia.org/wiki/अरुणा_कुमारी_गैला,Yes,No,No,No,No,No,No,No,2
साहिर होशियारपुरी,https://hi.wikipedia.org/wiki/साहिर_होशियारपुरी,Yes,No,No,No,No,No,No,No,2
जेम्स ब्लंट,https://hi.wikipedia.org/wiki/जेम्स_ब्लंट,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,61
अंजलि मुखी,https://hi.wikipedia.org/wiki/अंजलि_मुखी,Yes,No,No,No,No,No,No,No,1
सोनू सूद,https://hi.wikipedia.org/wiki/सोनू_सूद,Yes,No,Yes,Yes,Yes,No,No,No,23
प्रसिद्ध कृष्णा,https://hi.wikipedia.org/wiki/प्रसिद्ध_कृष्णा,Yes,No,No,No,No,No,No,No,1
प्रतिमा मंडल,https://hi.wikipedia.org/wiki/प्रतिमा_मंडल,Yes,No,No,No,No,No,No,No,1
एड्विन लैंडसियर लूट्यन्स,https://hi.wikipedia.org/wiki/एड्विन_लैंडसियर_लूट्यन्स,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,29
मधु दंडवते,https://hi.wikipedia.org/wiki/मधु_दंडवते,Yes,Yes,No,No,No,No,No,No,7
राम नरेश यादव,https://hi.wikipedia.org/wiki/राम_नरेश_यादव,Yes,No,Yes,No,Yes,No,No,No,3
विजय घाटे,https://hi.wikipedia.org/wiki/विजय_घाटे,Yes,No,No,No,No,No,No,No,4
वजाहत हबीबुल्लाह,https://hi.wikipedia.org/wiki/वजाहत_हबीबुल्लाह,Yes,No,No,No,No,No,No,Yes,2
इब्राहिम मोहम्मद सोलिह,https://hi.wikipedia.org/wiki/इब्राहिम_मोहम्मद_सोलिह,Yes,Yes,Yes,No,Yes,No,Yes,Yes,19
संपूर्णानन्द,https://hi.wikipedia.org/wiki/संपूर्णानन्द,Yes,No,No,No,No,No,No,No,4
कुमार पद्म शिव शंकर मेनन,https://hi.wikipedia.org/wiki/कुमार_पद्म_शिव_शंकर_मेनन,Yes,Yes,No,No,No,No,No,No,5
शिरीन रत्नागर,https://hi.wikipedia.org/wiki/शिरीन_रत्नागर,Yes,No,No,No,No,No,No,Yes,2
ली फ़ाक,https://hi.wikipedia.org/wiki/ली_फ़ाक,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,15
अरुंधति घोष,https://hi.wikipedia.org/wiki/अरुंधति_घोष,Yes,No,No,No,No,No,No,No,3
जया बच्चन,https://hi.wikipedia.org/wiki/जया_बच्चन,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,37
साइमन टौफ़ल,https://hi.wikipedia.org/wiki/साइमन_टौफ़ल,Yes,No,No,No,No,No,No,No,4
वसीम सज्जाद,https://hi.wikipedia.org/wiki/वसीम_सज्जाद,Yes,Yes,Yes,Yes,No,No,No,Yes,18
इंदिरा राममूर्ती,https://hi.wikipedia.org/wiki/इंदिरा_राममूर्ती,No,No,No,No,No,No,No,No,1
एड्वर्ड स्नोडेन,https://hi.wikipedia.org/wiki/एड्वर्ड_स्नोडेन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,82
किंशुक वैद्य,https://hi.wikipedia.org/wiki/किंशुक_वैद्य,No,No,No,No,No,No,No,No,0
सूरज पालीवाल,https://hi.wikipedia.org/wiki/सूरज_पालीवाल,Yes,No,No,No,No,No,No,No,1
मोना मेश्राम,https://hi.wikipedia.org/wiki/मोना_मेश्राम,Yes,No,No,No,No,No,No,No,3
त्रिभुवन नारायण सिंह,https://hi.wikipedia.org/wiki/त्रिभुवन_नारायण_सिंह,Yes,No,No,No,No,No,No,No,1
जगत मेहता,https://hi.wikipedia.org/wiki/जगत_मेहता,Yes,No,No,No,No,No,No,No,1
शेरिल सैंडबर्ग,https://hi.wikipedia.org/wiki/शेरिल_सैंडबर्ग,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,41
लीमा धर,https://hi.wikipedia.org/wiki/लीमा_धर,Yes,No,No,No,No,No,No,No,4
गौरीशंकर हीराचंद ओझा,https://hi.wikipedia.org/wiki/गौरीशंकर_हीराचंद_ओझा,Yes,No,No,No,No,No,No,No,2
स्टीव स्मिथ,https://hi.wikipedia.org/wiki/स्टीव_स्मिथ,Yes,No,No,No,No,No,No,Yes,14
विजय कुमार मिश्र,https://hi.wikipedia.org/wiki/विजय_कुमार_मिश्र,No,No,No,No,No,No,No,No,0
विश्वनाथ सत्यनारायण,https://hi.wikipedia.org/wiki/विश्वनाथ_सत्यनारायण,Yes,No,No,No,No,No,No,No,7
जॉन मिल्टन,https://hi.wikipedia.org/wiki/जॉन_मिल्टन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,87
बीके हांडिक,https://hi.wikipedia.org/wiki/बीके_हांडिक,No,No,No,No,No,No,No,No,0
गायत्री चक्रवर्ती स्पीवाक,https://hi.wikipedia.org/wiki/गायत्री_चक्रवर्ती_स्पीवाक,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,32
मूलचन्द सियाग,https://hi.wikipedia.org/wiki/मूलचन्द_सियाग,No,No,No,No,No,No,No,No,0
नसीरुद्दीन चिराग़ देहलवी,https://hi.wikipedia.org/wiki/नसीरुद्दीन_चिराग़_देहलवी,Yes,No,No,No,No,No,No,Yes,5
जे॰एफ॰आर॰ जैकब,https://hi.wikipedia.org/wiki/जे॰एफ॰आर॰_जैकब,Yes,No,No,No,No,No,No,No,9
बर्टराम ब्रोकहौस,https://hi.wikipedia.org/wiki/बर्टराम_ब्रोकहौस,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,50
तेजस्विनी सावंत,https://hi.wikipedia.org/wiki/तेजस्विनी_सावंत,Yes,No,No,No,No,No,No,No,6
इन्दिरा सौन्दर राजन्,https://hi.wikipedia.org/wiki/इन्दिरा_सौन्दर_राजन्,Yes,No,Yes,No,Yes,No,No,No,4
दीना पाठक,https://hi.wikipedia.org/wiki/दीना_पाठक,Yes,No,No,No,No,No,No,Yes,7
पु ललथनहवला,https://hi.wikipedia.org/wiki/पु_ललथनहवला,Yes,Yes,No,No,No,No,No,Yes,7
शिवगोपाल कृष्णा,https://hi.wikipedia.org/wiki/शिवगोपाल_कृष्णा,Yes,No,No,No,No,No,No,No,1
स्नेहा उल्लाल,https://hi.wikipedia.org/wiki/स्नेहा_उल्लाल,Yes,Yes,Yes,No,No,No,No,Yes,15
वागीश शास्त्री,https://hi.wikipedia.org/wiki/वागीश_शास्त्री,Yes,No,No,No,No,No,No,No,2
अर्नोल्ड श्वार्ज़नेगर,https://hi.wikipedia.org/wiki/अर्नोल्ड_श्वार्ज़नेगर,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,109
दशरथ गागराई,https://hi.wikipedia.org/wiki/दशरथ_गागराई,No,No,No,No,No,No,No,No,0
अगयश राम सरन वर्मा,https://hi.wikipedia.org/wiki/अगयश_राम_सरन_वर्मा,No,No,No,No,No,No,No,No,0
सुनील कुमार महतो,https://hi.wikipedia.org/wiki/सुनील_कुमार_महतो,Yes,No,No,No,No,No,Yes,No,2
चमरा लिंडा‌,https://hi.wikipedia.org/wiki/चमरा_लिंडा‌,No,No,No,No,No,No,No,No,0
स्पिरिडिन लुई,https://hi.wikipedia.org/wiki/स्पिरिडिन_लुई,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,41
साधू प्रिय दास,https://hi.wikipedia.org/wiki/साधू_प्रिय_दास,Yes,No,No,No,No,No,No,No,2
ज़हीर ख़ान,https://hi.wikipedia.org/wiki/ज़हीर_ख़ान,Yes,No,No,No,Yes,No,No,No,11
विलियमसन ए॰ संगमा,https://hi.wikipedia.org/wiki/विलियमसन_ए॰_संगमा,Yes,No,No,No,No,No,No,No,1
मानवजीत सिंह सन्धू,https://hi.wikipedia.org/wiki/मानवजीत_सिंह_सन्धू,Yes,No,No,No,No,No,No,No,9
मोरेश्वर रामचंद्र वालंबे,https://hi.wikipedia.org/wiki/मोरेश्वर_रामचंद्र_वालंबे,Yes,No,No,No,No,No,No,No,2
सीमा राव,https://hi.wikipedia.org/wiki/सीमा_राव,Yes,No,No,No,No,No,No,Yes,4
होमी व्यारावाला,https://hi.wikipedia.org/wiki/होमी_व्यारावाला,Yes,No,Yes,No,No,No,No,No,13
अखिलेश प्रताप सिंह,https://hi.wikipedia.org/wiki/अखिलेश_प्रताप_सिंह,Yes,No,No,No,No,No,No,No,1
महेंद्र सिंह मेवाड़,https://hi.wikipedia.org/wiki/महेंद्र_सिंह_मेवाड़,Yes,No,No,No,No,No,No,No,3
गौरव गोगोई,https://hi.wikipedia.org/wiki/गौरव_गोगोई,Yes,No,No,No,No,No,No,No,2
हरिभाई चौधरी,https://hi.wikipedia.org/wiki/हरिभाई_चौधरी,Yes,No,No,No,No,No,No,No,3
मेहरुन्निसा परवेज,https://hi.wikipedia.org/wiki/मेहरुन्निसा_परवेज,No,No,No,No,No,No,No,No,0
विलियम विलसन हन्टर,https://hi.wikipedia.org/wiki/विलियम_विलसन_हन्टर,Yes,Yes,No,No,No,Yes,No,No,8
राम शर्मा,https://hi.wikipedia.org/wiki/राम_शर्मा,Yes,No,No,No,No,No,No,No,1
मुहम्मद हिदायतुल्लाह,https://hi.wikipedia.org/wiki/मुहम्मद_हिदायतुल्लाह,Yes,Yes,Yes,Yes,No,Yes,No,Yes,26
कमलेश पासवान,https://hi.wikipedia.org/wiki/कमलेश_पासवान,Yes,No,No,No,No,No,No,No,1
शाहरुख़ ख़ान,https://hi.wikipedia.org/wiki/शाहरुख़_ख़ान,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,93
पद्मनाभ बालकृष्ण आचार्य,https://hi.wikipedia.org/wiki/पद्मनाभ_बालकृष्ण_आचार्य,Yes,No,No,No,No,No,No,No,2
जैक्सन हैरिस,https://hi.wikipedia.org/wiki/जैक्सन_हैरिस,Yes,No,No,No,No,No,No,No,2
अनूप सोनी,https://hi.wikipedia.org/wiki/अनूप_सोनी,Yes,No,No,No,No,No,No,No,2
महाराजा बलवन्त सिंह,https://hi.wikipedia.org/wiki/महाराजा_बलवन्त_सिंह,Yes,No,No,No,No,No,No,No,1
बृजेन्द्र पाल सिंह,https://hi.wikipedia.org/wiki/बृजेन्द्र_पाल_सिंह,Yes,No,No,No,No,No,No,No,2
सुरजीत कुमार ज्याणी,https://hi.wikipedia.org/wiki/सुरजीत_कुमार_ज्याणी,No,No,No,No,No,No,No,No,1
प्रत्युषा बनर्जी,https://hi.wikipedia.org/wiki/प्रत्युषा_बनर्जी,Yes,No,Yes,No,Yes,No,No,No,17
जार्ज हरिसन,https://hi.wikipedia.org/wiki/जार्ज_हरिसन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91
मूजी,https://hi.wikipedia.org/wiki/मूजी,Yes,Yes,No,No,Yes,Yes,No,No,7
जेनिफ़र एनिस्टन,https://hi.wikipedia.org/wiki/जेनिफ़र_एनिस्टन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,92
जेम्स मेरिल,https://hi.wikipedia.org/wiki/जेम्स_मेरिल,Yes,Yes,Yes,Yes,No,No,Yes,No,12
अनिरुद्ध जोशी,https://hi.wikipedia.org/wiki/अनिरुद्ध_जोशी,Yes,No,No,No,No,No,No,No,1
मैथिलीशरण गुप्त,https://hi.wikipedia.org/wiki/मैथिलीशरण_गुप्त,Yes,No,No,Yes,No,No,No,No,14
बाबा कांशीराम,https://hi.wikipedia.org/wiki/बाबा_कांशीराम,Yes,No,No,No,No,No,No,No,2
बाल तपस्विनी अणसीबाई,https://hi.wikipedia.org/wiki/बाल_तपस्विनी_अणसीबाई,No,No,No,No,No,No,No,No,0
टी॰ एस॰ ठाकुर,https://hi.wikipedia.org/wiki/टी॰_एस॰_ठाकुर,Yes,No,No,No,No,No,No,No,6
ज़ेमि,https://hi.wikipedia.org/wiki/ज़ेमि,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,54
रमेश कुंतल मेघ,https://hi.wikipedia.org/wiki/रमेश_कुंतल_मेघ,No,No,No,No,No,No,No,No,0
इरफ़ान पठान,https://hi.wikipedia.org/wiki/इरफ़ान_पठान,Yes,No,No,No,No,No,No,No,9
क्रिस्टन स्टीवर्ट,https://hi.wikipedia.org/wiki/क्रिस्टन_स्टीवर्ट,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,76
महमूद मदनी,https://hi.wikipedia.org/wiki/महमूद_मदनी,Yes,Yes,No,No,No,No,No,Yes,4
अमीता,https://hi.wikipedia.org/wiki/अमीता,Yes,No,No,No,No,No,No,No,3
जे॰ बी॰ कृपलानी,https://hi.wikipedia.org/wiki/जे॰_बी॰_कृपलानी,Yes,No,No,No,No,Yes,No,Yes,9
एमिली ब्लंट,https://hi.wikipedia.org/wiki/एमिली_ब्लंट,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,72
जुगल हंसराज,https://hi.wikipedia.org/wiki/जुगल_हंसराज,Yes,No,Yes,Yes,No,No,No,No,7
राहुल शेवाले,https://hi.wikipedia.org/wiki/राहुल_शेवाले,Yes,No,No,No,No,No,No,No,3
विजय सिंह,https://hi.wikipedia.org/wiki/विजय_सिंह,No,No,No,No,No,No,No,No,0
साइमन हॅकिन,https://hi.wikipedia.org/wiki/साइमन_हॅकिन,Yes,No,No,No,No,No,No,No,2
यासिर अराफ़ात (फिलिस्तीनी नेता),https://hi.wikipedia.org/wiki/यासिर_अराफ़ात_(फिलिस्तीनी_नेता),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,107
शरजील खान,https://hi.wikipedia.org/wiki/शरजील_खान,Yes,No,No,No,No,No,No,Yes,6
केशवराम काशीराम शास्त्री,https://hi.wikipedia.org/wiki/केशवराम_काशीराम_शास्त्री,Yes,No,No,No,No,No,No,No,3
राहुल गांधी,https://hi.wikipedia.org/wiki/राहुल_गांधी,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,39
छबि बिस्वास,https://hi.wikipedia.org/wiki/छबि_बिस्वास,Yes,Yes,No,No,No,No,No,No,6
मनिंदर सिंह (क्रिकेट खिलाड़ी),https://hi.wikipedia.org/wiki/मनिंदर_सिंह_(क्रिकेट_खिलाड़ी),Yes,No,No,No,No,No,No,No,4
कर्मेंदु शिशिर,https://hi.wikipedia.org/wiki/कर्मेंदु_शिशिर,No,No,No,No,No,No,No,No,0
ज़ैन इमाम,https://hi.wikipedia.org/wiki/ज़ैन_इमाम,Yes,No,No,No,No,No,No,No,3
थॉमस विलियम्स,https://hi.wikipedia.org/wiki/थॉमस_विलियम्स,Yes,No,Yes,Yes,No,No,No,No,4
जस्टिन चैटविन,https://hi.wikipedia.org/wiki/जस्टिन_चैटविन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,25
मार्क ज़ुकेरबर्ग,https://hi.wikipedia.org/wiki/मार्क_ज़ुकेरबर्ग,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,108
का. ना. सुब्रह्मण्यम्,https://hi.wikipedia.org/wiki/का._ना._सुब्रह्मण्यम्,Yes,No,No,No,No,No,No,No,2
पी॰पी॰ मोहम्मद फैज़ल,https://hi.wikipedia.org/wiki/पी॰पी॰_मोहम्मद_फैज़ल,Yes,No,No,No,No,No,No,No,1
माया हनुमानजी,https://hi.wikipedia.org/wiki/माया_हनुमानजी,Yes,No,Yes,No,No,No,No,No,2
राजेश अग्रहरि,https://hi.wikipedia.org/wiki/राजेश_अग्रहरि,Yes,No,No,No,No,No,No,No,1
दृष्टि धामी,https://hi.wikipedia.org/wiki/दृष्टि_धामी,Yes,No,No,No,No,No,No,Yes,12
रेणुका यादव,https://hi.wikipedia.org/wiki/रेणुका_यादव,No,No,No,No,No,No,No,No,0
कुमार पद्मनाभ सिंह,https://hi.wikipedia.org/wiki/कुमार_पद्मनाभ_सिंह,Yes,No,No,No,Yes,No,No,No,2
तरुण भनोट,https://hi.wikipedia.org/wiki/तरुण_भनोट,Yes,No,No,No,No,No,No,No,1
मंजरी चतुर्वेदी,https://hi.wikipedia.org/wiki/मंजरी_चतुर्वेदी,Yes,No,No,No,No,No,No,No,2
जाम गुलाम कादिर खान,https://hi.wikipedia.org/wiki/जाम_गुलाम_कादिर_खान,Yes,No,No,No,No,No,No,Yes,3
माइकल जैक्सन,https://hi.wikipedia.org/wiki/माइकल_जैक्सन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,234
जया शर्मा,https://hi.wikipedia.org/wiki/जया_शर्मा,Yes,No,No,No,No,No,No,No,4
देलदन नंगेल,https://hi.wikipedia.org/wiki/देलदन_नंगेल,No,No,No,No,No,No,No,No,0
आशा रॉय,https://hi.wikipedia.org/wiki/आशा_रॉय,Yes,No,No,No,No,No,No,Yes,4
पी॰ टी॰ उषा,https://hi.wikipedia.org/wiki/पी॰_टी॰_उषा,Yes,Yes,Yes,No,No,No,Yes,No,16
वीर बल्लाला तृतीय,https://hi.wikipedia.org/wiki/वीर_बल्लाला_तृतीय,Yes,No,No,Yes,No,No,No,Yes,4
निकेशा पटेल,https://hi.wikipedia.org/wiki/निकेशा_पटेल,Yes,No,No,No,No,No,No,No,1
नितीश राणा,https://hi.wikipedia.org/wiki/नितीश_राणा,Yes,No,No,No,No,No,No,No,2
कल्याणी ढोकरीकर,https://hi.wikipedia.org/wiki/कल्याणी_ढोकरीकर,Yes,No,No,No,No,No,No,No,2
सीता मुर्मु उर्फ सीता सोरेन,https://hi.wikipedia.org/wiki/सीता_मुर्मु_उर्फ_सीता_सोरेन,No,No,No,No,No,No,No,No,0
विश्वनाथ प्रसाद तिवारी,https://hi.wikipedia.org/wiki/विश्वनाथ_प्रसाद_तिवारी,No,No,No,No,No,No,No,No,2
स्नेहलता श्रीवास्तव,https://hi.wikipedia.org/wiki/स्नेहलता_श्रीवास्तव,Yes,No,No,No,No,No,No,No,3
अशोक कुमार मागो,https://hi.wikipedia.org/wiki/अशोक_कुमार_मागो,Yes,No,No,No,No,No,No,No,1
कल्पना दत्त,https://hi.wikipedia.org/wiki/कल्पना_दत्त,Yes,No,Yes,No,No,No,No,No,9
पीड़ा,https://hi.wikipedia.org/wiki/पीड़ा,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,38
रहमान राही,https://hi.wikipedia.org/wiki/रहमान_राही,Yes,No,No,No,No,No,No,No,6
पुरुषोत्तम दास टंडन,https://hi.wikipedia.org/wiki/पुरुषोत्तम_दास_टंडन,Yes,Yes,No,No,No,No,No,No,16
वली मुहम्मद वली,https://hi.wikipedia.org/wiki/वली_मुहम्मद_वली,Yes,No,No,No,No,No,No,Yes,6
नेक्कांति भास्कर राव,https://hi.wikipedia.org/wiki/नेक्कांति_भास्कर_राव,No,No,No,No,No,No,No,No,0
हेमन्त कुमार मुखोपाध्याय,https://hi.wikipedia.org/wiki/हेमन्त_कुमार_मुखोपाध्याय,Yes,No,Yes,No,Yes,No,No,No,13
वैजयन्ती माला,https://hi.wikipedia.org/wiki/वैजयन्ती_माला,Yes,Yes,Yes,No,Yes,No,No,Yes,24
नीना दावुलूरी,https://hi.wikipedia.org/wiki/नीना_दावुलूरी,Yes,Yes,No,Yes,No,Yes,No,Yes,15
अर्थी सारा सुनील,https://hi.wikipedia.org/wiki/अर्थी_सारा_सुनील,Yes,Yes,No,No,No,No,No,No,3
राधेश्याम गुप्ता,https://hi.wikipedia.org/wiki/राधेश्याम_गुप्ता,Yes,No,No,No,No,No,No,No,1
आचंट लक्ष्मीपति,https://hi.wikipedia.org/wiki/आचंट_लक्ष्मीपति,No,No,No,No,No,No,No,No,1
वाल्थर बोटे,https://hi.wikipedia.org/wiki/वाल्थर_बोटे,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,62
अवनी देवड़ा,https://hi.wikipedia.org/wiki/अवनी_देवड़ा,Yes,No,No,No,No,No,No,No,2
अर्जुन सिंह,https://hi.wikipedia.org/wiki/अर्जुन_सिंह,Yes,Yes,No,No,No,Yes,Yes,No,7
अरविंद कुमार (शैक्षणिक),https://hi.wikipedia.org/wiki/अरविंद_कुमार_(शैक्षणिक),Yes,No,No,No,No,No,No,No,1
अरमांडो लोयज़ा,https://hi.wikipedia.org/wiki/अरमांडो_लोयज़ा,Yes,No,No,No,Yes,No,Yes,No,5
सुनील शेट्टी,https://hi.wikipedia.org/wiki/सुनील_शेट्टी,Yes,Yes,Yes,Yes,No,No,No,No,22
विनय तिवारी,https://hi.wikipedia.org/wiki/विनय_तिवारी,No,No,No,No,No,No,No,No,0
ज्योफ्री बायकाट,https://hi.wikipedia.org/wiki/ज्योफ्री_बायकाट,Yes,No,No,No,No,No,No,No,5
नेक चन्द सैनी,https://hi.wikipedia.org/wiki/नेक_चन्द_सैनी,Yes,No,Yes,Yes,Yes,Yes,No,No,12
राज कुंद्रा,https://hi.wikipedia.org/wiki/राज_कुंद्रा,Yes,No,No,No,No,No,No,No,1
लेनी रीफेन्स्टाल,https://hi.wikipedia.org/wiki/लेनी_रीफेन्स्टाल,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,72
कलामण्डलम सत्यभामा,https://hi.wikipedia.org/wiki/कलामण्डलम_सत्यभामा,Yes,No,No,No,No,No,No,No,2
बेनेगल रामा राव,https://hi.wikipedia.org/wiki/बेनेगल_रामा_राव,Yes,No,No,No,No,No,No,No,6
