वेद प्रकाश शर्मा,https://hi.wikipedia.org/wiki/वेद_प्रकाश_शर्मा,English Version,German Version,French Version,Italian Version,Spanish Version,Swedish Version,Portuguese Version,Urdu Version,Other Lang count
सिंधु शर्मा,https://hi.wikipedia.org/wiki/सिंधु_शर्मा,No,No,No,No,No,No,No,No,0
कंगना राणावत,https://hi.wikipedia.org/wiki/कंगना_राणावत,Yes,No,Yes,Yes,Yes,No,No,Yes,33
सावित्री (अभिनेत्री),https://hi.wikipedia.org/wiki/सावित्री_(अभिनेत्री),Yes,No,No,No,No,No,No,Yes,8
पद्मिनी कोल्हापुरी,https://hi.wikipedia.org/wiki/पद्मिनी_कोल्हापुरी,Yes,No,Yes,No,No,No,No,Yes,14
आर के वर्मा,https://hi.wikipedia.org/wiki/आर_के_वर्मा,No,No,No,No,No,No,No,No,0
जॉन सीना,https://hi.wikipedia.org/wiki/जॉन_सीना,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,73
वी.जी. सिद्धार्थ,https://hi.wikipedia.org/wiki/वी.जी._सिद्धार्थ,Yes,No,No,No,No,No,No,No,2
सेसिल पावेल,https://hi.wikipedia.org/wiki/सेसिल_पावेल,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,58
पी॰ वलसला,https://hi.wikipedia.org/wiki/पी॰_वलसला,Yes,No,No,No,No,No,No,No,3
मीना उपाध्याय,https://hi.wikipedia.org/wiki/मीना_उपाध्याय,Yes,No,No,No,No,No,No,No,1
अष्टभुजा शुक्ल,https://hi.wikipedia.org/wiki/अष्टभुजा_शुक्ल,No,No,No,No,No,No,No,No,0
चार्ल्स हार्ड टाउन्स,https://hi.wikipedia.org/wiki/चार्ल्स_हार्ड_टाउन्स,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,61
ट्विंकल खन्ना,https://hi.wikipedia.org/wiki/ट्विंकल_खन्ना,Yes,No,Yes,No,Yes,No,No,Yes,27
रिचर्ड राहुल वर्मा,https://hi.wikipedia.org/wiki/रिचर्ड_राहुल_वर्मा,Yes,No,No,No,No,No,No,No,3
अमरीश पुरी,https://hi.wikipedia.org/wiki/अमरीश_पुरी,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,37
ईशा गुप्ता,https://hi.wikipedia.org/wiki/ईशा_गुप्ता,Yes,No,Yes,No,Yes,No,No,Yes,15
शारदा प्रताप शुक्‍ला,https://hi.wikipedia.org/wiki/शारदा_प्रताप_शुक्‍ला,No,No,No,No,No,No,No,No,0
कुजुल कडफिसेस,https://hi.wikipedia.org/wiki/कुजुल_कडफिसेस,Yes,Yes,Yes,Yes,Yes,No,No,No,19
काइली मिनोग,https://hi.wikipedia.org/wiki/काइली_मिनोग,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,93
तथागत सत्पथी,https://hi.wikipedia.org/wiki/तथागत_सत्पथी,Yes,No,No,No,No,No,No,No,2
कालोजी नारायण राव,https://hi.wikipedia.org/wiki/कालोजी_नारायण_राव,Yes,No,No,No,No,No,No,No,3
अमृता खानविलकर,https://hi.wikipedia.org/wiki/अमृता_खानविलकर,Yes,No,No,No,No,No,No,Yes,3
गेंदा लाल चौधरी,https://hi.wikipedia.org/wiki/गेंदा_लाल_चौधरी,No,No,No,No,No,No,No,No,0
अल्बर्ट गोर,https://hi.wikipedia.org/wiki/अल्बर्ट_गोर,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,96
कल पेन,https://hi.wikipedia.org/wiki/कल_पेन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,39
ब्रज कुमार नेहरू,https://hi.wikipedia.org/wiki/ब्रज_कुमार_नेहरू,Yes,Yes,No,No,Yes,No,No,No,5
पूजा सहस्रबुद्धे,https://hi.wikipedia.org/wiki/पूजा_सहस्रबुद्धे,Yes,No,No,No,No,No,No,No,1
जगदीश नेहरा,https://hi.wikipedia.org/wiki/जगदीश_नेहरा,Yes,No,No,No,No,No,No,No,1
बानी यादव,https://hi.wikipedia.org/wiki/बानी_यादव,Yes,No,No,No,No,No,No,No,1
अर्नेस्ट रदरफोर्ड,https://hi.wikipedia.org/wiki/अर्नेस्ट_रदरफोर्ड,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,121
अल्बैर कामू,https://hi.wikipedia.org/wiki/अल्बैर_कामू,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,118
ज्योर्जोस सेफेरिस,https://hi.wikipedia.org/wiki/ज्योर्जोस_सेफेरिस,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,67
शिशिर कुमार अधिकारी,https://hi.wikipedia.org/wiki/शिशिर_कुमार_अधिकारी,Yes,No,No,No,No,No,No,No,2
हृषीकेश सुलभ,https://hi.wikipedia.org/wiki/हृषीकेश_सुलभ,Yes,No,No,No,No,No,No,No,1
पूनम सिन्हा,https://hi.wikipedia.org/wiki/पूनम_सिन्हा,Yes,No,No,No,No,No,No,No,4
श्रीनिवासाराघवान वेंकटराघवन,https://hi.wikipedia.org/wiki/श्रीनिवासाराघवान_वेंकटराघवन,Yes,No,No,No,No,No,No,Yes,10
नौहीद सेरुसी,https://hi.wikipedia.org/wiki/नौहीद_सेरुसी,Yes,No,No,No,No,No,No,Yes,6
हरि सिंह (अति विशिष्ट सेवा मैडल सम्मानित),https://hi.wikipedia.org/wiki/हरि_सिंह_(अति_विशिष्ट_सेवा_मैडल_सम्मानित),Yes,No,No,No,No,No,No,No,1
नसीर अल्लाह बाबर,https://hi.wikipedia.org/wiki/नसीर_अल्लाह_बाबर,No,No,No,No,No,No,No,No,0
सांद्रा ब्रगांजा,https://hi.wikipedia.org/wiki/सांद्रा_ब्रगांजा,Yes,No,No,No,No,No,No,No,3
जॉन एडवर्ड ग्रे,https://hi.wikipedia.org/wiki/जॉन_एडवर्ड_ग्रे,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,54
माइकल एडम्स (शतरंज खिलाड़ी),https://hi.wikipedia.org/wiki/माइकल_एडम्स_(शतरंज_खिलाड़ी),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,36
अल्ताफ अहमद,https://hi.wikipedia.org/wiki/अल्ताफ_अहमद,No,No,No,No,No,No,No,No,0
कुंवर पुष्पेन्द्र सिंह चंदेल,https://hi.wikipedia.org/wiki/कुंवर_पुष्पेन्द्र_सिंह_चंदेल,Yes,No,No,No,No,No,No,No,1
टीपू सुल्तान,https://hi.wikipedia.org/wiki/टीपू_सुल्तान,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,45
भीष्म नारायण सिंह,https://hi.wikipedia.org/wiki/भीष्म_नारायण_सिंह,Yes,No,No,No,No,No,No,No,2
सलिल अंकोला,https://hi.wikipedia.org/wiki/सलिल_अंकोला,Yes,No,No,No,No,No,No,No,6
एडवर्ड सी प्रेस्कॉट,https://hi.wikipedia.org/wiki/एडवर्ड_सी_प्रेस्कॉट,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40
पार्वती कृष्णन,https://hi.wikipedia.org/wiki/पार्वती_कृष्णन,Yes,No,No,No,No,No,No,No,3
रघुवर दास,https://hi.wikipedia.org/wiki/रघुवर_दास,Yes,Yes,No,No,No,No,No,Yes,8
लक्ष्मी प्रसाद,https://hi.wikipedia.org/wiki/लक्ष्मी_प्रसाद,Yes,No,No,No,No,No,No,No,2
मालती बाई लोधी,https://hi.wikipedia.org/wiki/मालती_बाई_लोधी,No,No,No,No,No,No,No,No,0
जुलियन श्विंगर,https://hi.wikipedia.org/wiki/जुलियन_श्विंगर,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,56
राम नाथ शास्त्री,https://hi.wikipedia.org/wiki/राम_नाथ_शास्त्री,Yes,No,No,No,No,No,No,No,2
भारतभूषण अग्रवाल,https://hi.wikipedia.org/wiki/भारतभूषण_अग्रवाल,No,No,No,No,No,No,No,No,0
गोविन्द नामदेव,https://hi.wikipedia.org/wiki/गोविन्द_नामदेव,Yes,No,No,No,No,No,No,No,2
एस॰पी॰वाई॰ रेड्डी,https://hi.wikipedia.org/wiki/एस॰पी॰वाई॰_रेड्डी,Yes,No,No,No,No,No,No,No,3
तारा देवी तुलाधर,https://hi.wikipedia.org/wiki/तारा_देवी_तुलाधर,Yes,No,No,No,No,No,No,No,3
नूर सलीम राणा,https://hi.wikipedia.org/wiki/नूर_सलीम_राणा,No,No,No,No,No,No,No,No,0
पाल सिनाक,https://hi.wikipedia.org/wiki/पाल_सिनाक,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,50
असगर स्टैनिकजई,https://hi.wikipedia.org/wiki/असगर_स्टैनिकजई,Yes,No,No,No,No,No,No,Yes,7
सी ई गिब्बन,https://hi.wikipedia.org/wiki/सी_ई_गिब्बन,No,No,No,No,No,No,No,No,0
२०१३ में निधन,https://hi.wikipedia.org/wiki/२०१३_में_निधन,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,30
रेसमुस लेर्दोर्फ,https://hi.wikipedia.org/wiki/रेसमुस_लेर्दोर्फ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,39
गौस बख्श रईसानी,https://hi.wikipedia.org/wiki/गौस_बख्श_रईसानी,Yes,No,No,No,No,No,No,No,1
टिमोथी चेलमेट,https://hi.wikipedia.org/wiki/टिमोथी_चेलमेट,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,35
वाग्भट,https://hi.wikipedia.org/wiki/वाग्भट,Yes,Yes,Yes,No,Yes,No,No,No,7
सुमन रावत,https://hi.wikipedia.org/wiki/सुमन_रावत,Yes,No,No,No,No,No,No,No,1
मीशा शफ़ी,https://hi.wikipedia.org/wiki/मीशा_शफ़ी,No,No,No,No,No,No,No,No,0
रवि कल्पना,https://hi.wikipedia.org/wiki/रवि_कल्पना,Yes,No,No,No,No,No,No,No,2
मिशेल रोड्रिग्ज़,https://hi.wikipedia.org/wiki/मिशेल_रोड्रिग्ज़,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,58
पी॰ कुमार,https://hi.wikipedia.org/wiki/पी॰_कुमार,Yes,No,No,No,No,No,No,No,2
मिखाइल गोर्बाचेव,https://hi.wikipedia.org/wiki/मिखाइल_गोर्बाचेव,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,124
केदार पांडे,https://hi.wikipedia.org/wiki/केदार_पांडे,Yes,No,No,No,No,No,No,No,1
राज बल्लभ कोईराला,https://hi.wikipedia.org/wiki/राज_बल्लभ_कोईराला,No,No,No,No,No,No,No,No,0
इब्राहिम आदिल शाह द्वितीय,https://hi.wikipedia.org/wiki/इब्राहिम_आदिल_शाह_द्वितीय,Yes,No,No,No,No,Yes,No,Yes,8
राजाराम पाण्‍डेय,https://hi.wikipedia.org/wiki/राजाराम_पाण्‍डेय,No,No,No,No,No,No,No,No,0
सुशील सिंह,https://hi.wikipedia.org/wiki/सुशील_सिंह,No,No,No,No,No,No,No,No,0
शेख रियाज अहमद,https://hi.wikipedia.org/wiki/शेख_रियाज_अहमद,No,No,No,No,No,No,No,No,0
लैला ख़ालिद,https://hi.wikipedia.org/wiki/लैला_ख़ालिद,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,27
मनोज भार्गव,https://hi.wikipedia.org/wiki/मनोज_भार्गव,Yes,No,No,No,No,No,No,No,2
जोनाथन ट्रॉट,https://hi.wikipedia.org/wiki/जोनाथन_ट्रॉट,Yes,No,No,No,No,No,No,No,4
कदंबी मिनाक्षी,https://hi.wikipedia.org/wiki/कदंबी_मिनाक्षी,Yes,No,No,No,No,No,No,No,2
काजिम अली खां उर्फ नवेद मियां,https://hi.wikipedia.org/wiki/काजिम_अली_खां_उर्फ_नवेद_मियां,No,No,No,No,No,No,No,No,0
तेलंगाना शकुंतला,https://hi.wikipedia.org/wiki/तेलंगाना_शकुंतला,Yes,No,No,No,Yes,No,No,No,7
रजा परवेज़ अशरफ़,https://hi.wikipedia.org/wiki/रजा_परवेज़_अशरफ़,Yes,Yes,Yes,Yes,No,No,Yes,Yes,27
अंजलि शर्मा,https://hi.wikipedia.org/wiki/अंजलि_शर्मा,Yes,No,No,No,No,No,No,No,5
अक्कू यादव,https://hi.wikipedia.org/wiki/अक्कू_यादव,Yes,No,No,No,No,No,No,Yes,4
राजेन्‍द्र उर्फ बृजेश सिंह,https://hi.wikipedia.org/wiki/राजेन्‍द्र_उर्फ_बृजेश_सिंह,No,No,No,No,No,No,No,No,0
लाल्टू,https://hi.wikipedia.org/wiki/लाल्टू,No,No,No,No,No,No,No,No,0
इशरतुलअबाद ख़ान,https://hi.wikipedia.org/wiki/इशरतुलअबाद_ख़ान,Yes,No,Yes,No,No,No,No,Yes,4
कल्कि कृष्णमूर्ति,https://hi.wikipedia.org/wiki/कल्कि_कृष्णमूर्ति,Yes,Yes,Yes,No,No,No,No,No,8
मधु भगत,https://hi.wikipedia.org/wiki/मधु_भगत,Yes,No,No,No,No,No,No,No,1
मारोतराव कन्नमवार,https://hi.wikipedia.org/wiki/मारोतराव_कन्नमवार,Yes,Yes,No,No,No,No,No,No,3
स्टीफन हॉकिंग,https://hi.wikipedia.org/wiki/स्टीफन_हॉकिंग,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,130
मुकुट बिहारी वर्मा,https://hi.wikipedia.org/wiki/मुकुट_बिहारी_वर्मा,Yes,No,No,No,No,No,No,No,1
लैरी सैंगर,https://hi.wikipedia.org/wiki/लैरी_सैंगर,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,72
मुनव्वर राना,https://hi.wikipedia.org/wiki/मुनव्वर_राना,Yes,No,No,No,No,No,No,Yes,5
डोरिया शफ़ीक़,https://hi.wikipedia.org/wiki/डोरिया_शफ़ीक़,Yes,Yes,Yes,Yes,Yes,No,No,Yes,12
शेन वॉर्न,https://hi.wikipedia.org/wiki/शेन_वॉर्न,Yes,Yes,Yes,Yes,No,No,No,Yes,21
याशिका दत्त,https://hi.wikipedia.org/wiki/याशिका_दत्त,Yes,No,No,No,No,No,No,No,1
जो बर्न्स,https://hi.wikipedia.org/wiki/जो_बर्न्स,Yes,No,No,No,No,No,No,No,3
मूलचन्‍द्र चौहान,https://hi.wikipedia.org/wiki/मूलचन्‍द्र_चौहान,No,No,No,No,No,No,No,No,0
मुकेश वास्‍तव उर्फ ज्ञानेन्‍द्र प्रताप,https://hi.wikipedia.org/wiki/मुकेश_वास्‍तव_उर्फ_ज्ञानेन्‍द्र_प्रताप,No,No,No,No,No,No,No,No,0
राजू लामा,https://hi.wikipedia.org/wiki/राजू_लामा,Yes,No,No,No,No,No,No,No,2
उर्मिला शिरीष,https://hi.wikipedia.org/wiki/उर्मिला_शिरीष,No,No,No,No,No,No,No,No,0
लक्ष्मण गिलुवा,https://hi.wikipedia.org/wiki/लक्ष्मण_गिलुवा,Yes,No,No,No,No,No,No,No,2
२००४ में निधन,https://hi.wikipedia.org/wiki/२००४_में_निधन,Yes,Yes,Yes,Yes,Yes,No,Yes,No,23
भूपेंद्र कैन्थोला,https://hi.wikipedia.org/wiki/भूपेंद्र_कैन्थोला,No,No,No,No,No,No,No,No,0
भैरव प्रसाद गुप्त,https://hi.wikipedia.org/wiki/भैरव_प्रसाद_गुप्त,No,No,No,No,No,No,No,No,0
मनीष रावत,https://hi.wikipedia.org/wiki/मनीष_रावत,No,No,No,No,No,No,No,No,0
अनुष्का पारिख,https://hi.wikipedia.org/wiki/अनुष्का_पारिख,Yes,No,No,No,No,No,No,No,2
इवान कॉगल,https://hi.wikipedia.org/wiki/इवान_कॉगल,Yes,No,Yes,No,Yes,Yes,No,No,7
