Name,Url,English Version,German Version,French Version,Italian Version,Spanish Version,Swedish Version,Portuguese Version,Hindi Version,Other Lang count
ولیم اسکیلٹر,https://ur.wikipedia.org/wiki/ولیم_اسکیلٹر,Yes,No,Yes,No,Yes,No,No,No,5
مریم ہاپکنس,https://ur.wikipedia.org/wiki/مریم_ہاپکنس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,25
میخائیل کلاشنکوف,https://ur.wikipedia.org/wiki/میخائیل_کلاشنکوف,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,74
شاکر مہروی,https://ur.wikipedia.org/wiki/شاکر_مہروی,No,No,No,No,No,No,No,No,0
جارج ویپل,https://ur.wikipedia.org/wiki/جارج_ویپل,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,43
اے حمید (موسیقار),https://ur.wikipedia.org/wiki/اے_حمید_(موسیقار),No,No,No,No,No,No,No,No,0
اوم پی بہل,https://ur.wikipedia.org/wiki/اوم_پی_بہل,Yes,No,No,No,No,No,No,No,1
ادریانا لونا,https://ur.wikipedia.org/wiki/ادریانا_لونا,Yes,No,Yes,Yes,Yes,Yes,Yes,No,18
چھوٹو رام,https://ur.wikipedia.org/wiki/چھوٹو_رام,Yes,No,No,No,No,No,No,Yes,4
امام الدین شہباز,https://ur.wikipedia.org/wiki/امام_الدین_شہباز,Yes,No,No,No,No,No,No,No,1
مرزا محمد رفیع سودا,https://ur.wikipedia.org/wiki/مرزا_محمد_رفیع_سودا,Yes,No,No,No,No,No,No,Yes,4
کیتھرین لابور,https://ur.wikipedia.org/wiki/کیتھرین_لابور,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,20
جونس سالک,https://ur.wikipedia.org/wiki/جونس_سالک,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,68
مقدس کرسٹوفر,https://ur.wikipedia.org/wiki/مقدس_کرسٹوفر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,47
مغفور احمد اعجازی,https://ur.wikipedia.org/wiki/مغفور_احمد_اعجازی,Yes,No,No,No,No,No,No,No,2
عبداللہ بن جاسم الثانی,https://ur.wikipedia.org/wiki/عبداللہ_بن_جاسم_الثانی,Yes,No,No,Yes,No,No,No,No,10
گرو تیغ بہادر,https://ur.wikipedia.org/wiki/گرو_تیغ_بہادر,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,23
پدمنی,https://ur.wikipedia.org/wiki/پدمنی,Yes,Yes,No,No,No,No,No,Yes,15
ولیم بیرنٹس,https://ur.wikipedia.org/wiki/ولیم_بیرنٹس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,67
رضیہ سلطانہ,https://ur.wikipedia.org/wiki/رضیہ_سلطانہ,Yes,Yes,Yes,No,Yes,Yes,No,Yes,40
عبدالرحمن حلمی,https://ur.wikipedia.org/wiki/عبدالرحمن_حلمی,Yes,No,No,No,No,No,No,No,2
آرتھر کونن ڈویل,https://ur.wikipedia.org/wiki/آرتھر_کونن_ڈویل,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,106
سراج محفوظ داؤد,https://ur.wikipedia.org/wiki/سراج_محفوظ_داؤد,Yes,No,No,No,No,No,No,No,1
ارجن رام میگھوال,https://ur.wikipedia.org/wiki/ارجن_رام_میگھوال,Yes,No,No,No,No,No,No,Yes,5
محمد بن ابوبکر,https://ur.wikipedia.org/wiki/محمد_بن_ابوبکر,Yes,No,No,Yes,Yes,No,No,No,13
ثریا,https://ur.wikipedia.org/wiki/ثریا,Yes,No,Yes,No,No,No,No,Yes,13
عبد اللہ بن عمر,https://ur.wikipedia.org/wiki/عبد_اللہ_بن_عمر,Yes,Yes,Yes,Yes,Yes,No,Yes,No,22
ٹینیسی ولیمز,https://ur.wikipedia.org/wiki/ٹینیسی_ولیمز,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,70
اگھور ناتھ گپتا,https://ur.wikipedia.org/wiki/اگھور_ناتھ_گپتا,Yes,No,No,No,No,No,No,No,2
ادا دل قادین افندی,https://ur.wikipedia.org/wiki/ادا_دل_قادین_افندی,Yes,No,No,No,No,No,No,No,5
میجل بیریٹ,https://ur.wikipedia.org/wiki/میجل_بیریٹ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,27
سید غلام عسکری,https://ur.wikipedia.org/wiki/سید_غلام_عسکری,No,No,No,No,No,No,No,No,0
لانس نائیک محمد محفوظ,https://ur.wikipedia.org/wiki/لانس_نائیک_محمد_محفوظ,Yes,No,No,No,No,No,No,No,3
شمس الدین سیالوی,https://ur.wikipedia.org/wiki/شمس_الدین_سیالوی,Yes,No,No,No,No,No,No,No,1
ایوان کریگ,https://ur.wikipedia.org/wiki/ایوان_کریگ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,22
دینا پاٹھک,https://ur.wikipedia.org/wiki/دینا_پاٹھک,Yes,No,No,No,No,No,No,Yes,7
فرخندہ لودھی,https://ur.wikipedia.org/wiki/فرخندہ_لودھی,No,No,No,No,No,No,No,No,2
محمد اکبر,https://ur.wikipedia.org/wiki/محمد_اکبر,No,No,No,No,No,No,No,No,2
سید جماعت علی شاہ,https://ur.wikipedia.org/wiki/سید_جماعت_علی_شاہ,Yes,No,No,No,No,No,No,Yes,2
الحاج شاہ جی گل آفریدی,https://ur.wikipedia.org/wiki/الحاج_شاہ_جی_گل_آفریدی,Yes,No,No,No,No,No,No,No,1
سارہ شگفتہ,https://ur.wikipedia.org/wiki/سارہ_شگفتہ,Yes,No,No,No,No,No,No,No,2
ابن انشا,https://ur.wikipedia.org/wiki/ابن_انشا,Yes,No,No,No,Yes,No,No,No,6
ورنروون ہایڈنسٹام,https://ur.wikipedia.org/wiki/ورنروون_ہایڈنسٹام,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,68
مارٹن لوتھر کنگ جونیئر,https://ur.wikipedia.org/wiki/مارٹن_لوتھر_کنگ_جونیئر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,142
برتھا فان ستنر,https://ur.wikipedia.org/wiki/برتھا_فان_ستنر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,69
ایس ایچ ہاشمی,https://ur.wikipedia.org/wiki/ایس_ایچ_ہاشمی,Yes,No,No,No,No,No,No,No,1
رفیع محمد چوہدری,https://ur.wikipedia.org/wiki/رفیع_محمد_چوہدری,Yes,No,No,No,No,No,Yes,No,3
بہاؤ الدین زکریا ملتانی,https://ur.wikipedia.org/wiki/بہاؤ_الدین_زکریا_ملتانی,Yes,No,No,No,No,No,No,No,3
2012ء دہلی میں اجتماعی جنسی زیادتی کا واقعہ,https://ur.wikipedia.org/wiki/2012ء_دہلی_میں_اجتماعی_جنسی_زیادتی_کا_واقعہ,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,37
البیلا,https://ur.wikipedia.org/wiki/البیلا,Yes,No,No,No,No,No,No,No,2
ثریا طرزی,https://ur.wikipedia.org/wiki/ثریا_طرزی,Yes,No,Yes,No,Yes,Yes,No,No,12
حیران دل قادین افندی,https://ur.wikipedia.org/wiki/حیران_دل_قادین_افندی,Yes,No,No,No,No,No,No,No,8
جین ڈکسن,https://ur.wikipedia.org/wiki/جین_ڈکسن,Yes,Yes,No,No,Yes,No,No,No,13
کالیگولا,https://ur.wikipedia.org/wiki/کالیگولا,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,97
وصفی بہرائچی,https://ur.wikipedia.org/wiki/وصفی_بہرائچی,No,No,No,No,No,No,No,No,0
جہاندار شاہ,https://ur.wikipedia.org/wiki/جہاندار_شاہ,Yes,Yes,Yes,Yes,No,Yes,No,Yes,27
مراد ثانی,https://ur.wikipedia.org/wiki/مراد_ثانی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,65
آغا طالش,https://ur.wikipedia.org/wiki/آغا_طالش,Yes,No,No,No,No,No,No,No,1
آر اے نکلسن,https://ur.wikipedia.org/wiki/آر_اے_نکلسن,Yes,Yes,No,Yes,No,Yes,No,No,10
فربری,https://ur.wikipedia.org/wiki/فربری,No,No,No,No,No,No,No,No,0
اختر مینگل,https://ur.wikipedia.org/wiki/اختر_مینگل,Yes,No,No,No,No,No,No,Yes,4
عاشق حسین بٹالوی,https://ur.wikipedia.org/wiki/عاشق_حسین_بٹالوی,No,No,No,No,No,No,No,No,0
قاضی دتہ سیوستانی,https://ur.wikipedia.org/wiki/قاضی_دتہ_سیوستانی,No,No,No,No,No,No,No,No,0
رینڈل کریمر,https://ur.wikipedia.org/wiki/رینڈل_کریمر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,53
سید ابوالحسن اصفہانی,https://ur.wikipedia.org/wiki/سید_ابوالحسن_اصفہانی,Yes,No,No,No,No,No,No,No,3
اخفش اصغر,https://ur.wikipedia.org/wiki/اخفش_اصغر,No,No,No,No,No,No,No,No,2
دولت ایساں بیگم,https://ur.wikipedia.org/wiki/دولت_ایساں_بیگم,Yes,No,No,No,Yes,No,No,No,3
ایمبر راین,https://ur.wikipedia.org/wiki/ایمبر_راین,Yes,Yes,Yes,No,Yes,Yes,Yes,No,18
تھامس مور,https://ur.wikipedia.org/wiki/تھامس_مور,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,89
سوانت اوگست آرنیوس,https://ur.wikipedia.org/wiki/سوانت_اوگست_آرنیوس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,82
نکولا ٹیسلا,https://ur.wikipedia.org/wiki/نکولا_ٹیسلا,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,136
آر کے لکشمن,https://ur.wikipedia.org/wiki/آر_کے_لکشمن,Yes,No,Yes,No,No,No,No,Yes,18
چارلس تھومسن ریس ولسن,https://ur.wikipedia.org/wiki/چارلس_تھومسن_ریس_ولسن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,72
چاینا,https://ur.wikipedia.org/wiki/چاینا,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,30
آنند مورتی گرو ماں,https://ur.wikipedia.org/wiki/آنند_مورتی_گرو_ماں,No,No,No,No,No,No,No,No,3
ارباز خان,https://ur.wikipedia.org/wiki/ارباز_خان,Yes,No,Yes,Yes,No,No,No,Yes,19
گیتا دت,https://ur.wikipedia.org/wiki/گیتا_دت,Yes,Yes,Yes,No,Yes,No,No,Yes,16
محمد بن حسن شیبانی,https://ur.wikipedia.org/wiki/محمد_بن_حسن_شیبانی,Yes,Yes,Yes,Yes,No,No,No,No,15
ریما لاگو,https://ur.wikipedia.org/wiki/ریما_لاگو,Yes,No,Yes,Yes,No,No,No,Yes,19
ولادیمیر لینن,https://ur.wikipedia.org/wiki/ولادیمیر_لینن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,181
باربرا ہیل,https://ur.wikipedia.org/wiki/باربرا_ہیل,Yes,Yes,Yes,Yes,No,Yes,Yes,No,20
جیوتی باسو,https://ur.wikipedia.org/wiki/جیوتی_باسو,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,21
ایلن بیکر,https://ur.wikipedia.org/wiki/ایلن_بیکر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,34
خالد اسلامبولی,https://ur.wikipedia.org/wiki/خالد_اسلامبولی,Yes,Yes,Yes,Yes,Yes,No,No,No,14
ارنی ٹیسیلس,https://ur.wikipedia.org/wiki/ارنی_ٹیسیلس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,51
آرمین سرگسیان,https://ur.wikipedia.org/wiki/آرمین_سرگسیان,Yes,Yes,Yes,Yes,Yes,No,Yes,No,34
عرش صدیقی,https://ur.wikipedia.org/wiki/عرش_صدیقی,No,No,No,No,No,No,No,No,0
حسن خاں میواتی,https://ur.wikipedia.org/wiki/حسن_خاں_میواتی,Yes,No,No,No,No,No,No,Yes,2
عنصری,https://ur.wikipedia.org/wiki/عنصری,Yes,Yes,Yes,Yes,Yes,No,No,No,15
ہیری کروٹو,https://ur.wikipedia.org/wiki/ہیری_کروٹو,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,48
آصف علی زرداری,https://ur.wikipedia.org/wiki/آصف_علی_زرداری,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,73
حسن ابن علی,https://ur.wikipedia.org/wiki/حسن_ابن_علی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,56
وارث علی,https://ur.wikipedia.org/wiki/وارث_علی,No,No,No,No,No,No,No,No,0
ملک برکت علی,https://ur.wikipedia.org/wiki/ملک_برکت_علی,Yes,No,No,No,No,No,No,No,4
سوفرونیئس,https://ur.wikipedia.org/wiki/سوفرونیئس,Yes,Yes,Yes,Yes,Yes,No,Yes,No,24
حسین شہید سہروردی,https://ur.wikipedia.org/wiki/حسین_شہید_سہروردی,Yes,Yes,Yes,Yes,No,Yes,No,Yes,25
سیموئیل جانسن,https://ur.wikipedia.org/wiki/سیموئیل_جانسن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,60
محمد عبد الوہاب (گلوکار),https://ur.wikipedia.org/wiki/محمد_عبد_الوہاب_(گلوکار),Yes,Yes,Yes,Yes,Yes,No,Yes,No,20
راج کپور,https://ur.wikipedia.org/wiki/راج_کپور,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,54
مشتاق علی,https://ur.wikipedia.org/wiki/مشتاق_علی,Yes,No,No,No,No,No,No,Yes,7
ریچل کوری,https://ur.wikipedia.org/wiki/ریچل_کوری,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,42
جیسیکا ٹینڈی,https://ur.wikipedia.org/wiki/جیسیکا_ٹینڈی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,52
محمد علی آفندی,https://ur.wikipedia.org/wiki/محمد_علی_آفندی,Yes,No,No,No,No,No,No,No,5
سلمان فارسی,https://ur.wikipedia.org/wiki/سلمان_فارسی,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,36
ہینرک شنگوچ,https://ur.wikipedia.org/wiki/ہینرک_شنگوچ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,85
الیگزینڈر خلیف مین,https://ur.wikipedia.org/wiki/الیگزینڈر_خلیف_مین,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,43
ابو عیسیٰ محمد ترمذی,https://ur.wikipedia.org/wiki/ابو_عیسیٰ_محمد_ترمذی,Yes,Yes,Yes,Yes,No,No,No,Yes,28
سوندریا,https://ur.wikipedia.org/wiki/سوندریا,Yes,No,No,No,No,No,No,Yes,10
اپندر ناتھ اشک,https://ur.wikipedia.org/wiki/اپندر_ناتھ_اشک,Yes,Yes,No,No,No,No,No,Yes,7
کائی سیگ بہن,https://ur.wikipedia.org/wiki/کائی_سیگ_بہن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,48
عروہ بن زبیر,https://ur.wikipedia.org/wiki/عروہ_بن_زبیر,Yes,Yes,Yes,Yes,Yes,No,No,Yes,13
سید ناصر حسین چشتی,https://ur.wikipedia.org/wiki/سید_ناصر_حسین_چشتی,No,No,No,No,No,No,No,No,0
عتیق الرحمان,https://ur.wikipedia.org/wiki/عتیق_الرحمان,Yes,No,No,No,No,No,No,No,1
افتخار خان,https://ur.wikipedia.org/wiki/افتخار_خان,Yes,No,No,No,No,No,No,No,1
جلال الدین محلی,https://ur.wikipedia.org/wiki/جلال_الدین_محلی,No,Yes,No,No,No,No,No,No,5
ابو ایوب انصاری,https://ur.wikipedia.org/wiki/ابو_ایوب_انصاری,Yes,Yes,No,Yes,No,No,Yes,No,24
ہاشم بن عبد مناف,https://ur.wikipedia.org/wiki/ہاشم_بن_عبد_مناف,Yes,Yes,Yes,Yes,No,Yes,No,No,18
ابتہاج محمد,https://ur.wikipedia.org/wiki/ابتہاج_محمد,Yes,Yes,Yes,Yes,Yes,No,Yes,No,17
خمار بارہ بنکوی,https://ur.wikipedia.org/wiki/خمار_بارہ_بنکوی,Yes,No,No,No,No,No,No,No,3
روحل فقیر,https://ur.wikipedia.org/wiki/روحل_فقیر,Yes,No,No,No,No,No,No,No,1
ابو الطیب متنبی,https://ur.wikipedia.org/wiki/ابو_الطیب_متنبی,Yes,Yes,Yes,Yes,Yes,Yes,No,No,26
اقبال کوثر,https://ur.wikipedia.org/wiki/اقبال_کوثر,No,No,No,No,No,No,No,No,0
فاروق روکھڑی,https://ur.wikipedia.org/wiki/فاروق_روکھڑی,No,No,No,No,No,No,No,No,0
لسٹر پیرسن,https://ur.wikipedia.org/wiki/لسٹر_پیرسن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,62
جان ہیزبروک وان ویک,https://ur.wikipedia.org/wiki/جان_ہیزبروک_وان_ویک,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,47
گبریلا مسٹرال,https://ur.wikipedia.org/wiki/گبریلا_مسٹرال,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,87
ابن قدامہ,https://ur.wikipedia.org/wiki/ابن_قدامہ,Yes,Yes,Yes,No,No,No,No,No,10
ایڈگرایلن پو,https://ur.wikipedia.org/wiki/ایڈگرایلن_پو,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,125
تارا بائی,https://ur.wikipedia.org/wiki/تارا_بائی,Yes,Yes,No,No,Yes,Yes,No,Yes,16
افتخار احمد (قلات کے کرکٹ کھلاڑی),https://ur.wikipedia.org/wiki/افتخار_احمد_(قلات_کے_کرکٹ_کھلاڑی),Yes,No,No,No,No,No,No,No,1
فرڈیننڈ میگلان,https://ur.wikipedia.org/wiki/فرڈیننڈ_میگلان,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,148
روشن آرا بیگم,https://ur.wikipedia.org/wiki/روشن_آرا_بیگم,Yes,No,No,No,No,No,No,No,3
آغا جی اے گل,https://ur.wikipedia.org/wiki/آغا_جی_اے_گل,No,No,No,No,No,No,No,No,0
اناستاسیا,https://ur.wikipedia.org/wiki/اناستاسیا,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,20
اسلم فرخی,https://ur.wikipedia.org/wiki/اسلم_فرخی,Yes,No,No,No,No,No,No,No,3
قندیل بلوچ,https://ur.wikipedia.org/wiki/قندیل_بلوچ,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,23
انتھونی مسکارینہاس,https://ur.wikipedia.org/wiki/انتھونی_مسکارینہاس,Yes,No,Yes,No,No,No,No,No,5
ڈینئیل بوٹ,https://ur.wikipedia.org/wiki/ڈینئیل_بوٹ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,42
دلائی لاما ششم,https://ur.wikipedia.org/wiki/دلائی_لاما_ششم,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,34
فضل نواز جنگ,https://ur.wikipedia.org/wiki/فضل_نواز_جنگ,Yes,No,No,No,No,No,No,No,1
فرٹز زرنیک,https://ur.wikipedia.org/wiki/فرٹز_زرنیک,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,57
دل شاہ جہانپوری,https://ur.wikipedia.org/wiki/دل_شاہ_جہانپوری,Yes,No,No,No,No,No,No,No,1
میکسم گورکی,https://ur.wikipedia.org/wiki/میکسم_گورکی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,103
سیدآل احمد,https://ur.wikipedia.org/wiki/سیدآل_احمد,No,No,No,No,No,No,No,No,0
احمد ندیم قاسمی,https://ur.wikipedia.org/wiki/احمد_ندیم_قاسمی,Yes,No,Yes,No,No,No,No,No,6
سیدعلی اختر رضوی,https://ur.wikipedia.org/wiki/سیدعلی_اختر_رضوی,Yes,No,Yes,No,No,No,No,Yes,5
عکاشہ بن محصن,https://ur.wikipedia.org/wiki/عکاشہ_بن_محصن,Yes,No,No,No,No,No,No,No,5
آیلین برنان,https://ur.wikipedia.org/wiki/آیلین_برنان,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,26
کملا سوہونی,https://ur.wikipedia.org/wiki/کملا_سوہونی,Yes,No,No,No,No,No,No,Yes,13
سید نذر الاسلام,https://ur.wikipedia.org/wiki/سید_نذر_الاسلام,Yes,No,No,No,No,No,Yes,No,8
ابو حیدر,https://ur.wikipedia.org/wiki/ابو_حیدر,Yes,No,No,No,No,No,No,Yes,4
ضیاء الدین احمد سلہری,https://ur.wikipedia.org/wiki/ضیاء_الدین_احمد_سلہری,Yes,No,No,No,No,No,No,No,1
گنٹر بلوبل,https://ur.wikipedia.org/wiki/گنٹر_بلوبل,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,47
حمید ناگپوری,https://ur.wikipedia.org/wiki/حمید_ناگپوری,No,No,No,No,No,No,No,No,0
جان کینڈریو,https://ur.wikipedia.org/wiki/جان_کینڈریو,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,49
ابن تغری بردی,https://ur.wikipedia.org/wiki/ابن_تغری_بردی,Yes,Yes,Yes,Yes,Yes,No,No,No,15
نصرت خان جلیسری,https://ur.wikipedia.org/wiki/نصرت_خان_جلیسری,Yes,No,No,No,No,No,No,No,2
رابرٹ نیویل,https://ur.wikipedia.org/wiki/رابرٹ_نیویل,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,32
عالم چنا,https://ur.wikipedia.org/wiki/عالم_چنا,Yes,No,No,No,No,No,No,No,3
آغا شہباز خان درانی,https://ur.wikipedia.org/wiki/آغا_شہباز_خان_درانی,Yes,No,No,No,No,No,No,No,1
بطلیموس اول سوتیر,https://ur.wikipedia.org/wiki/بطلیموس_اول_سوتیر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,66
ابن الجزار,https://ur.wikipedia.org/wiki/ابن_الجزار,Yes,Yes,Yes,Yes,No,No,Yes,No,11
دیموقراطیس,https://ur.wikipedia.org/wiki/دیموقراطیس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,90
اگنیشیئس,https://ur.wikipedia.org/wiki/اگنیشیئس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,51
پائے تھیاس,https://ur.wikipedia.org/wiki/پائے_تھیاس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,47
اناکسا غورث,https://ur.wikipedia.org/wiki/اناکسا_غورث,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,72
تھالیز,https://ur.wikipedia.org/wiki/تھالیز,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,97
لیف ایرکسن,https://ur.wikipedia.org/wiki/لیف_ایرکسن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,86
شیخ فرید الدین عطار,https://ur.wikipedia.org/wiki/شیخ_فرید_الدین_عطار,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,48
غلام حسین سلیم,https://ur.wikipedia.org/wiki/غلام_حسین_سلیم,Yes,No,No,No,No,No,No,No,2
ابو الوفا البوزجانی,https://ur.wikipedia.org/wiki/ابو_الوفا_البوزجانی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,41
مرزا ابو طالب اصفہانی,https://ur.wikipedia.org/wiki/مرزا_ابو_طالب_اصفہانی,Yes,No,No,Yes,No,No,No,No,5
یوحنا اصطباغی,https://ur.wikipedia.org/wiki/یوحنا_اصطباغی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,97
سوفوکلیز,https://ur.wikipedia.org/wiki/سوفوکلیز,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,127
بندو سار,https://ur.wikipedia.org/wiki/بندو_سار,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40
بخت نصر,https://ur.wikipedia.org/wiki/بخت_نصر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,74
حفصہ بنت عمر,https://ur.wikipedia.org/wiki/حفصہ_بنت_عمر,Yes,Yes,Yes,Yes,Yes,No,No,Yes,31
اجاتشترو,https://ur.wikipedia.org/wiki/اجاتشترو,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,29
قیس بن سعد,https://ur.wikipedia.org/wiki/قیس_بن_سعد,Yes,No,No,No,No,No,No,No,4
ایس کلس,https://ur.wikipedia.org/wiki/ایس_کلس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,86
محمود شبستری,https://ur.wikipedia.org/wiki/محمود_شبستری,Yes,Yes,Yes,No,No,No,No,No,11
فیثاغورث,https://ur.wikipedia.org/wiki/فیثاغورث,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,133
عبد اللہ بن سلام,https://ur.wikipedia.org/wiki/عبد_اللہ_بن_سلام,Yes,Yes,Yes,Yes,No,No,No,No,14
معن بن یزید,https://ur.wikipedia.org/wiki/معن_بن_یزید,No,No,No,No,No,No,No,No,1
ایمپیڈوکلیز,https://ur.wikipedia.org/wiki/ایمپیڈوکلیز,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,67
کعب احبار,https://ur.wikipedia.org/wiki/کعب_احبار,Yes,Yes,No,No,No,No,No,No,7
دارا اول,https://ur.wikipedia.org/wiki/دارا_اول,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,76
اناکسی میندر,https://ur.wikipedia.org/wiki/اناکسی_میندر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,80
رودکی,https://ur.wikipedia.org/wiki/رودکی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,46
معترف تیوفانس,https://ur.wikipedia.org/wiki/معترف_تیوفانس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,31
اخزیاہ (شاہ یہوداہ),https://ur.wikipedia.org/wiki/اخزیاہ_(شاہ_یہوداہ),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,32
ابان بن عبد الحمید لاحقی,https://ur.wikipedia.org/wiki/ابان_بن_عبد_الحمید_لاحقی,Yes,No,No,Yes,No,No,No,No,7
ارسٹوفیز,https://ur.wikipedia.org/wiki/ارسٹوفیز,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,85
تھوسی ڈائڈز,https://ur.wikipedia.org/wiki/تھوسی_ڈائڈز,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,82
یسوع مسیح,https://ur.wikipedia.org/wiki/یسوع_مسیح,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,244
رفیع الدین شاہ,https://ur.wikipedia.org/wiki/رفیع_الدین_شاہ,No,No,No,No,No,No,No,No,0
بارامانیاس,https://ur.wikipedia.org/wiki/بارامانیاس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,74
